1587046866	295	1587046895
1587046895	291	1587046898
1587046898	290	1587046918
1587046918	289	1587046923
1587046923	288	1587046924
1587046924	286	1587046934
1587046934	285	1587046948
1587046948	284	1587046954
1587046954	283	1587046958
1587046958	282	1587046959
1587046959	280	1587046976
1587046976	278	1587046979
1587046979	277	1587046980
1587046980	276	1587046987
1587046987	275	1587047009
1587047009	271	1587047022
1587047022	270	1587047039
1587047039	267	1587047043
1587047043	266	1587047057
1587047057	265	1587047076
1587047076	263	1587047078
1587047078	262	1587047089
1587047089	260	1587047108
1587047108	259	1587047110
1587047110	258	1587047112
1587047112	257	1587047113
1587047113	256	1587047119
1587047119	255	1587047131
1587047131	254	1587047138
1587047138	252	1587047139
1587047139	251	1587047140
1587047140	250	1587047165
1587047165	249	1587047169
1587047169	248	1587047173
1587047173	246	1587047179
1587047179	245	1587047194
1587047194	241	1587047201
1587047201	240	1587047236
1587047236	239	1587047238
1587047238	237	1587047240
1587047240	236	1587047242
1587047242	235	1587047257
1587047257	234	1587047259
1587047259	232	1587047262
1587047262	231	1587047271
1587047271	230	1587047297
1587047297	229	1587047301
1587047301	226	1587047303
1587047303	225	1587047322
1587047322	221	1587047323
1587047323	220	1587047357
1587047357	219	1587047361
1587047361	218	1587047363
1587047363	217	1587047366
1587047366	216	1587047369
1587047369	215	1587047388
1587047388	211	1587047396
1587047396	210	1587047415
1587047415	209	1587047431
1587047431	205	1587047446
1587047446	204	1587047452
1587047452	203	1587047455
1587047455	202	1587047462
1587047462	200	1587047481
1587047481	199	1587047482
1587047482	198	1587047483
1587047483	197	1587047490
1587047490	196	1587047493
1587047493	195	1587047509
1587047509	194	1587047510
1587047510	193	1587047514
1587047514	190	1587047553
1587047553	188	1587047555
1587047555	185	1587047570
1587047570	184	1587047575
1587047575	183	1587047584
1587047584	182	1587047585
1587047585	181	1587047588
1587047588	180	1587047610
1587047610	177	1587047613
1587047613	176	1587047615
1587047615	175	1587047630
1587047630	172	1587047633
1587047633	171	1587047647
1587047647	170	1587047667
1587047667	169	1587047668
1587047668	167	1587047672
1587047672	166	1587047673
1587047673	165	1587047690
1587047690	164	1587047692
1587047692	163	1587047696
1587047696	162	1587047697
1587047697	161	1587047705
1587047705	160	1587047722
1587047722	159	1587047723
1587047723	158	1587047725
1587047725	157	1587047737
1587047737	156	1587047738
1587047738	155	1587047757
1587047757	154	1587047760
1587047760	153	1587047763
1587047763	150	1587047780
1587047780	149	1587047781
1587047781	148	1587047783
1587047783	147	1587047792
1587047792	146	1587047796
1587047796	145	1587047811
1587047811	144	1587047813
1587047813	143	1587047814
1587047814	142	1587047823
1587047823	141	1587047830
1587047830	140	1587047842
1587047842	139	1587047849
1587047849	138	1587047852
1587047852	137	1587047853
1587047853	136	1587047858
1587047858	135	1587047872
1587047872	134	1587047875
1587047875	133	1587047878
1587047878	132	1587047884
1587047884	131	1587047886
1587047886	130	1587047910
1587047910	129	1587047912
1587047912	128	1587047916
1587047916	127	1587047918
1587047918	126	1587047921
1587047921	125	1587047938
1587047938	123	1587047942
1587047942	121	1587047946
1587047946	120	1587047962
1587047962	119	1587047975
1587047975	118	1587047976
1587047976	117	1587047978
1587047978	115	1587047995
1587047995	114	1587047997
1587047997	112	1587047999
1587047999	110	1587048028
1587048028	109	1587048031
1587048031	108	1587048035
1587048035	107	1587048039
1587048039	106	1587048041
1587048041	105	1587048056
1587048056	104	1587048061
1587048061	103	1587048063
1587048063	102	1587048064
1587048064	101	1587048071
1587048071	100	1587048083
1587048083	99	1587048086
1587048086	98	1587048094
1587048094	97	1587048095
1587048095	96	1587048098
1587048098	95	1587048115
1587048115	94	1587048117
1587048117	93	1587048119
1587048119	92	1587048124
1587048124	91	1587048125
1587048125	90	1587048149
1587048149	89	1587048157
1587048157	88	1587048159
1587048159	87	1587048162
1587048162	85	1587048177
1587048177	84	1587048179
1587048179	83	1587048183
1587048183	81	1587048192
1587048192	80	1587048206
1587048206	78	1587048217
1587048217	77	1587048220
1587048220	76	1587048223
1587048223	75	1587048235
1587048235	74	1587048237
1587048237	73	1587048238
1587048238	72	1587048239
1587048239	71	1587048240
1587048240	70	1587048276
1587048276	69	1587048278
1587048278	68	1587048280
1587048280	66	1587048283
1587048283	65	1587048296
1587048296	64	1587048298
1587048298	63	1587048301
1587048301	62	1587048306
1587048306	61	1587048307
1587048307	60	1587048323
1587048323	59	1587048324
1587048324	58	1587048326
1587048326	57	1587048338
1587048338	56	1587048341
1587048341	55	1587048356
1587048356	54	1587048358
1587048358	52	1587048360
1587048360	51	1587048369
1587048369	50	1587048386
1587048386	49	1587048398
1587048398	47	1587048400
1587048400	46	1587048401
1587048401	45	1587048415
1587048415	44	1587048416
1587048416	43	1587048418
1587048418	42	1587048419
1587048419	41	1587048429
1587048429	40	1587048445
1587048445	39	1587048457
1587048457	38	1587048458
1587048458	37	1587048460
1587048460	36	1587048461
1587048461	35	1587048477
1587048477	34	1587048478
1587048478	33	1587048481
1587048481	31	1587048484
1587048484	30	1587048518
1587048518	27	1587048521
1587048521	25	1587048537
1587048537	24	1587048538
1587048538	22	1587048541
1587048541	21	1587048550
1587048550	20	1587048563
1587048563	19	1587048566
1587048566	18	1587048579
1587048579	17	1587048581
1587048581	16	1587048582
1587048582	15	1587048602
1587048602	14	1587048604
1587048604	13	1587048606
1587048606	12	1587048607
1587048607	11	1587048612
1587048612	10	1587048624
1587048624	9	1587048627
1587048627	8	1587048640
1587048640	6	1587048641
1587048641	5	1587048653
